4503608215207935	第六、七周实验：并行编程	22	B60HwzHNsiQ2ojkyHcqcstcQnec	HkZ6dxteHo69LHxGyLycS1jcnxj	https://ycnw11in464y.feishu.cn/wiki/B60HwzHNsiQ2ojkyHcqcstcQnec
4503608217042943	第八周实验：并发数据结构	22	BzYLwVJ4nizqefkFqrkca2x2ndc	GIkpd3gAmo2SeKxSKwFcRi6qnBb	https://ycnw11in464y.feishu.cn/wiki/BzYLwVJ4nizqefkFqrkca2x2ndc
4503608217124863	第八周：同步原语 I.pdf	12	CJ6nwdzCfi0rM2k1RKlcyoCynbd	TkUMbDWBRo2eU9xRY0xcRCbLnIg	https://ycnw11in464y.feishu.cn/wiki/CJ6nwdzCfi0rM2k1RKlcyoCynbd
4503604996079615	第二周：硬件环境与软件抽象-ARM指令集架构.pdf	12	EKANwPkB8iXXm4kCS9ac926Oncc	CTPfbdHGgorfbpxCyoTc2DTKnOg	https://ycnw11in464y.feishu.cn/wiki/EKANwPkB8iXXm4kCS9ac926Oncc
4503608200527871	第五周：物理内存管理II.pdf	12	FDFEwnosuiNmg2kcFh8ctIIFnrd	WlNqb1DZaotirPxFfAZckM2Snpf	https://ycnw11in464y.feishu.cn/wiki/FDFEwnosuiNmg2kcFh8ctIIFnrd
4503607680434175	第二周：硬件环境与软件抽象-特权级模型与中断.pdf	12	FUt1wgS0kiEmw9k1eEFc9HE3nPd	SEEzbbMPyou97Nx9xZechf7snyn	https://ycnw11in464y.feishu.cn/wiki/FUt1wgS0kiEmw9k1eEFc9HE3nPd
4503608213110783	第六周：进程与线程II.pdf	12	H8W4wptB0ilvDmkQeRacSA8nnfb	Pl6lbn2vaoQknnx77AXczM3gnzb	https://ycnw11in464y.feishu.cn/wiki/H8W4wptB0ilvDmkQeRacSA8nnfb
4503602848595967	第一周实验：Linux基本操作	22	HoTAw5cz0i5AMvk5yTgcaBzBnrf	SxPqdpwCIovQyLxuAUAcdR3HnPe	https://ycnw11in464y.feishu.cn/wiki/HoTAw5cz0i5AMvk5yTgcaBzBnrf
4503608150196223	第四、五周实验：虚拟内存管理	22	Iu2yw8oOai1bg7kGbmMcXNajnHd	XKYed7QRQoEzBCxac9CcrrjFnSd	https://ycnw11in464y.feishu.cn/wiki/Iu2yw8oOai1bg7kGbmMcXNajnHd
4503608217149439	第九周：同步原语 II.pdf	12	IvrSwgyU1iT5SSk5TpzcBuYhn2c	KbmDbNoztoFK2yxOGf4crgb0n2K	https://ycnw11in464y.feishu.cn/wiki/IvrSwgyU1iT5SSk5TpzcBuYhn2c
4503608208916479	第五周：进程与线程I.pdf	12	J2UtweMvTivQ0ikNKgfcv4LJnKe	DFkKb8RGgo1H6ixGxaMcUkoWnjf	https://ycnw11in464y.feishu.cn/wiki/J2UtweMvTivQ0ikNKgfcv4LJnKe
4503606069821439	操作系统原理 [中大软工]	22	J5GZwcUM9iek3gkP5KNcmUZBnSf	IBoidqfQnoberExJ4d1ctUfznkc	https://ycnw11in464y.feishu.cn/wiki/J5GZwcUM9iek3gkP5KNcmUZBnSf
4503607143563263	第二周实验：Linux常用命令与ARM汇编语言	22	JC4qwwvWtiaXV0k15wvc5Dcln8I	UM9bd2YvZoUAqtxS3u6cLRlQnxh	https://ycnw11in464y.feishu.cn/wiki/JC4qwwvWtiaXV0k15wvc5Dcln8I
4503608217155583	第十周：同步原语 III.pdf	12	JfljwDrASincYokM9NOcpC2Unyb	Q6j5bDHMOoDmRMxQlhrcRPjbnHf	https://ycnw11in464y.feishu.cn/wiki/JfljwDrASincYokM9NOcpC2Unyb
4503608183750655	第四周：物理内存管理I.pdf	12	KwJFwpuVhiMdbkkeLWMcPmsRnng	YiGvbHvHvoKm5jxVpnpcoTO9nVb	https://ycnw11in464y.feishu.cn/wiki/KwJFwpuVhiMdbkkeLWMcPmsRnng
4503608083087359	第三、四周：虚拟内存管理 II.pdf	12	LoGdwoGvHiHAkXkOz5TcvZjLnyf	DTfJbpebTonJFTxOVeEccB25n8c	https://ycnw11in464y.feishu.cn/wiki/LoGdwoGvHiHAkXkOz5TcvZjLnyf
4503607948869631	第三周：虚拟内存管理 I.pdf	12	MolOwe3aXiggWrkiRQKct2zmnJb	BfwJbz2QQopuwjx7SvBcA53fnSJ	https://ycnw11in464y.feishu.cn/wiki/MolOwe3aXiggWrkiRQKct2zmnJb
4503601774854143	第一周：操作系统概述.pdf	12	Ni1hw58CeiT4rGk3kI1cUmJSnwg	VYkMb3SLioK9ocxmaAucwGpznCh	https://ycnw11in464y.feishu.cn/wiki/Ni1hw58CeiT4rGk3kI1cUmJSnwg
1772429397		23	NxvlwRBT4iKE5ek25C2cZQJentg		https://ycnw11in464y.feishu.cn/wiki/NxvlwRBT4iKE5ek25C2cZQJentg
4503603922337791	第一周：操作系统结构.pdf	12	O8D0wIsHBiurLUkA1qbcKCIYnXe	HxT5bQhH4oEBuKxDAujctoROnXb	https://ycnw11in464y.feishu.cn/wiki/O8D0wIsHBiurLUkA1qbcKCIYnXe
4503607814651903	第三周实验：ARMv8 汇编语言进阶	22	SHaewPt2wiODyXkgWnjc0wk8nFc	EX59d8IV7ojGK2xQcPBcZYs4nhf	https://ycnw11in464y.feishu.cn/wiki/SHaewPt2wiODyXkgWnjc0wk8nFc
4503608216780799	第八周：进程间通信.pdf	12	TdycwQiwQi9trrkM4NPcqo22nbc	TJJMbq561o6innxwpRfc7a7dnTf	https://ycnw11in464y.feishu.cn/wiki/TdycwQiwQi9trrkM4NPcqo22nbc
4503608217161727	第九周实验：原子操作与互斥锁	22	Vo11w7SQ9iMBwWk48evc15Vbnke	MpZodQiAloPp88xNgDzcJDo5njg	https://ycnw11in464y.feishu.cn/wiki/Vo11w7SQ9iMBwWk48evc15Vbnke
4503608215732223	第七周：调度 II.pdf	12	XuwUw6QqRierbZk1lA0cl02NnSd	JcX2bq37yoLdMdxeKmbcwHlpnJE	https://ycnw11in464y.feishu.cn/wiki/XuwUw6QqRierbZk1lA0cl02NnSd
4503608214159359	第六周：调度 I.pdf	12	XwDewP9V1i1Z3Hk8LLnc6djln2e	JpBSbMEq4oeDbYxVkbIc5DlPnth	https://ycnw11in464y.feishu.cn/wiki/XwDewP9V1i1Z3Hk8LLnc6djln2e
4503600701112319	首页	22	YPhkwuQvxihyWAkldJJchodVnKh	AtoBdjioJoelYzxadtNcQMLanWh	https://ycnw11in464y.feishu.cn/wiki/YPhkwuQvxihyWAkldJJchodVnKh
